transaction_id,customer_id,amount,transaction_hour,payment_method,location,device_type,is_new_device,location_mismatch,previous_failed_transactions,transactions_last_24h,account_age_days,customer_avg_transaction_amount,is_weekend,fraud_label
TXN0002461,CUST02493,7411.19,16,Debit Card,Gurugram,Android,1,0,0,3,310,2190.39,0,0
TXN0002462,CUST00425,11354.37,5,UPI,Pune,Android,0,1,1,6,53,1194.47,0,0
TXN0002463,CUST02209,1556.5,20,UPI,Bengaluru,iOS,0,0,0,6,216,4714.1,1,0
TXN0002464,CUST00629,2547.68,15,UPI,Bengaluru,Web,0,0,0,1,127,3841.51,0,0
TXN0002465,CUST00895,670.18,21,UPI,Chennai,Android,0,0,0,9,1964,2349.0,0,0
TXN0002466,CUST02375,1553.63,21,Debit Card,Pune,iOS,0,0,1,4,306,1849.93,0,0
TXN0002467,CUST00598,1475.1,21,Credit Card,Hyderabad,Android,1,0,1,5,1411,1329.45,1,0
TXN0002468,CUST02337,2165.42,5,UPI,Chennai,Android,0,0,0,2,241,840.85,0,0
TXN0002469,CUST00593,2510.66,7,Debit Card,Bengaluru,Android,0,0,1,6,79,2384.02,0,0
TXN0002470,CUST01688,3150.67,23,Debit Card,Jaipur,Web,0,1,0,4,996,1125.1,1,0
TXN0002471,CUST00573,2282.86,14,UPI,Hyderabad,Android,0,0,1,4,380,2415.43,0,0
TXN0002472,CUST02076,536.36,9,Credit Card,Noida,Android,0,0,0,4,1141,851.05,0,0
TXN0002473,CUST02091,704.21,19,Debit Card,Noida,iOS,0,0,0,1,501,323.34,0,0
TXN0002474,CUST01705,1042.25,9,Debit Card,Delhi,Android,0,0,0,3,63,858.96,1,0
TXN0002475,CUST02471,1357.37,18,Debit Card,Hyderabad,Android,0,0,0,3,19,390.71,1,0
TXN0002476,CUST00177,5147.76,20,UPI,Mumbai,Android,0,0,0,5,104,5162.88,0,0
TXN0002477,CUST00529,562.62,19,UPI,Hyderabad,Web,0,0,0,4,232,8169.47,0,0
TXN0002478,CUST01634,1259.07,10,Debit Card,Chennai,Android,0,0,1,2,315,835.66,1,0
TXN0002479,CUST00966,4668.31,12,Wallet,Delhi,Web,0,0,1,4,1199,601.43,0,0
TXN0002480,CUST01518,1333.64,12,UPI,Chennai,Android,0,0,0,5,1268,745.47,0,0
TXN0002481,CUST00198,2852.52,14,UPI,Kolkata,Android,0,0,0,1,365,1383.42,1,0
TXN0002482,CUST00853,1565.56,8,Debit Card,Chennai,Web,0,0,1,1,640,3481.27,0,0
TXN0002483,CUST01538,2326.98,13,UPI,Kolkata,iOS,0,0,1,4,83,788.66,0,0
TXN0002484,CUST02070,1432.35,14,UPI,Gurugram,Android,0,0,0,2,1818,2186.2,0,0
TXN0002485,CUST01081,3507.32,15,UPI,Noida,Android,0,0,1,2,247,1535.55,1,0
TXN0002486,CUST00098,383.94,19,UPI,Delhi,Android,0,0,1,3,627,4065.45,0,0
TXN0002487,CUST01904,1251.66,14,UPI,Jaipur,iOS,1,0,0,4,482,2788.04,0,0
TXN0002488,CUST00435,2421.43,9,Credit Card,Jaipur,iOS,0,0,2,3,872,2644.71,0,0
TXN0002489,CUST00637,3069.4,17,UPI,Mumbai,Android,0,1,1,5,2928,1256.87,1,0
TXN0002490,CUST00588,8010.39,19,Net Banking,Pune,Web,0,0,0,3,342,1578.39,0,0
TXN0002491,CUST00344,1217.45,10,Wallet,Chennai,Android,0,0,1,4,211,1971.52,1,0
TXN0002492,CUST01318,7903.21,17,Wallet,Delhi,Android,0,0,0,1,63,2864.83,0,0
TXN0002493,CUST01980,931.24,7,Wallet,Mumbai,Android,0,0,1,4,942,1379.92,0,0
TXN0002494,CUST00571,6796.67,11,Debit Card,Bengaluru,Web,1,0,0,2,224,1959.51,0,0
TXN0002495,CUST00611,4076.56,21,UPI,Jaipur,Android,0,0,0,2,352,1933.1,0,0
TXN0002496,CUST01728,722.04,21,UPI,Chennai,iOS,0,0,0,4,1883,1738.07,1,0
TXN0002497,CUST02291,2446.91,16,UPI,Kolkata,Web,0,1,0,5,1762,839.04,0,0
TXN0002498,CUST01855,1710.1,18,UPI,Pune,iOS,0,0,1,2,710,5038.41,0,0
TXN0002499,CUST00960,3364.81,20,Credit Card,Bengaluru,iOS,0,0,1,3,65,1508.35,1,0
TXN0002500,CUST02080,1439.82,22,Net Banking,Pune,Android,0,0,0,5,357,1966.86,0,0
TXN0002501,CUST02439,1323.85,14,UPI,Hyderabad,iOS,0,0,0,3,1434,661.85,0,0
TXN0002502,CUST02325,7077.22,15,Credit Card,Bengaluru,Android,0,1,1,3,420,818.89,0,0
TXN0002503,CUST00532,1630.79,12,Debit Card,Hyderabad,Web,0,0,1,6,2483,1581.1,1,0
TXN0002504,CUST01178,4113.23,4,UPI,Noida,Android,0,0,0,5,125,1525.84,0,0
TXN0002505,CUST02431,1436.82,13,Wallet,Delhi,Android,1,0,0,2,546,617.47,0,0
TXN0002506,CUST01092,9530.05,19,Credit Card,Bengaluru,Android,0,0,1,1,125,908.28,0,0
TXN0002507,CUST01902,913.43,19,UPI,Jaipur,Android,1,0,0,2,953,2699.91,1,0
TXN0002508,CUST00884,973.99,21,Wallet,Noida,Android,0,0,1,3,1497,1530.63,0,0
TXN0002509,CUST02262,8267.27,2,Credit Card,Jaipur,Web,0,0,1,1,38,3037.12,0,0
TXN0002510,CUST01679,1153.55,15,Credit Card,Gurugram,Web,0,0,2,1,334,1002.3,0,0
TXN0002511,CUST02424,8925.04,6,Credit Card,Bengaluru,iOS,0,0,1,3,23,780.88,0,0
TXN0002512,CUST02261,4391.31,8,Debit Card,Gurugram,Android,0,0,1,4,42,663.0,0,0
TXN0002513,CUST02127,1542.09,21,UPI,Jaipur,Android,0,0,1,1,275,523.81,0,0
TXN0002514,CUST01750,293.61,14,Wallet,Jaipur,Web,0,0,3,2,524,1212.71,0,0
TXN0002515,CUST00782,1765.56,18,Net Banking,Hyderabad,Android,0,0,0,1,1145,1428.58,0,0
TXN0002516,CUST02106,1992.55,4,Credit Card,Hyderabad,iOS,0,0,1,5,1765,1039.41,0,0
TXN0002517,CUST00881,5783.47,12,Debit Card,Kolkata,Android,0,0,1,2,187,2218.04,0,0
TXN0002518,CUST00447,8813.05,17,Debit Card,Pune,Web,0,0,0,6,152,1037.56,1,0
TXN0002519,CUST02114,907.37,7,UPI,Jaipur,Android,0,0,1,8,103,964.07,1,0
TXN0002520,CUST01784,4010.71,11,Net Banking,Bengaluru,Android,0,0,0,5,11,859.06,0,0
TXN0002521,CUST01278,3869.75,4,Debit Card,Noida,iOS,0,0,0,2,459,2139.14,0,0
TXN0002522,CUST01992,5265.62,17,UPI,Chennai,Android,0,0,1,1,454,1341.77,0,0
TXN0002523,CUST01068,2963.81,22,Debit Card,Mumbai,iOS,1,0,2,3,53,1774.54,0,0
TXN0002524,CUST01578,258.02,19,Credit Card,Jaipur,Android,1,0,1,6,10,3725.92,0,0
TXN0002525,CUST01012,1540.9,23,UPI,Bengaluru,Android,0,0,0,3,288,6849.75,0,0
TXN0002526,CUST02275,566.7,20,Debit Card,Kolkata,Android,1,0,3,2,49,319.94,0,0
TXN0002527,CUST00774,1469.88,20,Credit Card,Jaipur,Android,1,0,1,7,34,2515.74,0,0
TXN0002528,CUST01815,4796.04,16,Debit Card,Gurugram,Web,0,0,1,2,408,677.7,0,0
TXN0002529,CUST02427,2442.29,15,UPI,Delhi,Web,0,0,0,3,1004,1486.29,0,0
TXN0002530,CUST01202,5673.9,12,Credit Card,Pune,iOS,1,0,0,9,663,653.27,0,0
TXN0002531,CUST01451,2533.35,19,Debit Card,Gurugram,iOS,0,0,1,6,100,581.07,0,0
TXN0002532,CUST00307,491.38,8,Net Banking,Kolkata,Android,0,0,1,5,648,726.16,1,0
TXN0002533,CUST00779,144.7,3,Wallet,Bengaluru,Android,0,0,2,1,259,888.59,1,0
TXN0002534,CUST02316,2088.81,22,Wallet,Kolkata,iOS,0,0,2,7,53,408.25,1,0
TXN0002535,CUST00008,1453.33,0,UPI,Mumbai,Android,0,0,1,3,276,943.32,0,0
TXN0002536,CUST00476,677.63,23,Debit Card,Jaipur,Android,1,0,0,4,1204,939.14,0,0
TXN0002537,CUST01321,328.62,18,UPI,Mumbai,iOS,0,0,0,2,137,2385.03,0,0
TXN0002538,CUST02212,863.33,11,UPI,Delhi,iOS,0,0,1,4,405,786.35,1,0
TXN0002539,CUST00485,1481.86,18,UPI,Bengaluru,Android,0,0,1,3,258,1374.34,0,0
TXN0002540,CUST00905,3503.16,19,Debit Card,Delhi,iOS,0,0,0,4,964,249.67,1,0
TXN0002541,CUST00559,2173.67,9,UPI,Noida,Web,0,0,1,7,548,1733.13,0,0
TXN0002542,CUST01968,8987.67,19,UPI,Noida,Android,0,0,0,7,316,2114.61,0,0
TXN0002543,CUST02286,639.02,19,UPI,Hyderabad,iOS,1,0,0,6,342,1480.48,0,0
TXN0002544,CUST01128,4344.22,9,Credit Card,Delhi,Android,0,0,2,2,1403,861.98,0,0
TXN0002545,CUST01234,1887.18,2,Wallet,Mumbai,Web,0,0,0,6,174,2526.13,1,0
TXN0002546,CUST00468,3605.48,8,UPI,Mumbai,Android,0,0,3,4,52,2263.69,1,0
TXN0002547,CUST02434,1163.31,8,Credit Card,Mumbai,Web,0,0,0,1,1151,2728.21,0,0
TXN0002548,CUST00848,5256.51,4,UPI,Gurugram,Web,0,0,1,1,389,1892.43,0,0
TXN0002549,CUST02435,2418.17,18,UPI,Kolkata,iOS,0,0,0,9,29,364.39,1,0
TXN0002550,CUST00259,912.42,12,UPI,Gurugram,Web,0,0,1,1,1410,2414.9,1,0
TXN0002551,CUST00283,1778.49,20,UPI,Jaipur,Android,0,0,0,6,592,1063.76,1,0
TXN0002552,CUST01650,1416.56,9,Credit Card,Jaipur,Web,0,0,2,2,174,1580.14,0,0
TXN0002553,CUST01899,2935.76,13,UPI,Mumbai,iOS,0,0,1,1,719,1189.11,0,0
TXN0002554,CUST00040,553.23,17,Debit Card,Chennai,Android,0,0,1,4,187,631.83,0,0
TXN0002555,CUST02268,1747.93,20,Net Banking,Delhi,Android,0,0,0,5,296,852.41,1,0
TXN0002556,CUST01015,2672.71,15,UPI,Mumbai,Android,0,0,1,2,261,4299.66,0,0
TXN0002557,CUST00613,1860.43,12,UPI,Hyderabad,Web,0,0,1,2,821,932.08,0,0
TXN0002558,CUST01916,6922.16,20,Debit Card,Jaipur,Web,0,0,1,3,67,5298.48,0,0
TXN0002559,CUST00688,3903.25,10,UPI,Delhi,Web,0,0,0,6,198,2225.34,0,0
TXN0002560,CUST00613,1786.58,5,UPI,Noida,Android,0,0,1,9,1388,3734.57,0,0
TXN0002561,CUST02308,2235.52,13,UPI,Pune,Android,0,0,0,3,1294,874.5,0,0
TXN0002562,CUST02414,2419.24,19,Wallet,Delhi,iOS,1,0,0,3,2117,1588.21,0,0
TXN0002563,CUST01782,2694.16,1,Credit Card,Gurugram,iOS,0,0,0,5,16,2066.11,0,0
TXN0002564,CUST01811,290.0,16,UPI,Delhi,Android,0,0,0,4,73,395.13,1,0
TXN0002565,CUST01548,1331.44,16,UPI,Hyderabad,iOS,0,0,2,3,2067,929.87,0,0
TXN0002566,CUST01931,407.93,21,UPI,Chennai,iOS,0,0,0,2,204,3933.03,1,0
TXN0002567,CUST01153,6462.83,10,UPI,Gurugram,iOS,0,0,0,1,779,1055.04,0,0
TXN0002568,CUST00575,1693.74,10,Credit Card,Mumbai,iOS,0,0,0,3,1758,1768.29,1,0
TXN0002569,CUST01911,1483.56,13,Debit Card,Gurugram,iOS,0,0,0,3,1059,889.13,1,0
TXN0002570,CUST01013,4413.13,11,UPI,Delhi,Android,0,0,0,3,292,2419.49,1,0
TXN0002571,CUST00670,2745.91,18,UPI,Hyderabad,Web,1,0,0,5,577,1520.31,0,0
TXN0002572,CUST00269,582.25,17,UPI,Kolkata,Android,0,0,1,3,329,1010.77,0,0
TXN0002573,CUST01284,1676.79,18,UPI,Hyderabad,iOS,0,0,4,3,222,1262.15,1,0
TXN0002574,CUST00924,1287.39,19,Net Banking,Noida,Android,0,0,0,4,815,3000.87,0,0
TXN0002575,CUST01126,314.51,21,UPI,Kolkata,iOS,0,0,0,3,2374,2647.34,1,0
TXN0002576,CUST01530,902.59,13,UPI,Pune,Web,0,0,0,2,360,1954.72,0,0
TXN0002577,CUST01759,1498.17,23,UPI,Chennai,Android,1,0,0,1,481,1788.28,1,0
TXN0002578,CUST01595,1604.54,9,Credit Card,Jaipur,Web,0,1,1,5,342,4938.02,0,0
TXN0002579,CUST00247,408.83,18,Wallet,Bengaluru,Android,0,0,0,8,2236,2727.58,0,0
TXN0002580,CUST01561,5694.22,15,UPI,Noida,Android,0,0,1,4,776,1376.26,0,0
TXN0002581,CUST02179,1625.29,19,UPI,Hyderabad,Web,0,1,1,3,419,2100.12,1,0
TXN0002582,CUST02401,1868.88,14,UPI,Noida,iOS,0,0,0,5,858,573.26,0,0
TXN0002583,CUST02244,2687.01,19,Debit Card,Delhi,Android,0,0,0,4,96,1185.49,0,0
TXN0002584,CUST01940,818.49,21,Credit Card,Mumbai,Web,0,0,1,3,20,2324.15,0,0
TXN0002585,CUST00930,2840.96,18,Debit Card,Mumbai,iOS,0,0,1,1,428,4003.3,0,0
TXN0002586,CUST00227,1246.96,19,UPI,Pune,Android,1,0,0,2,708,1374.65,1,0
TXN0002587,CUST00265,734.33,4,Wallet,Chennai,Web,0,0,0,7,65,6065.14,1,0
TXN0002588,CUST01396,3193.87,8,UPI,Jaipur,Android,0,0,1,5,183,236.53,0,0
TXN0002589,CUST01458,8000.15,23,Credit Card,Jaipur,Android,1,1,0,6,2396,333.49,0,0
TXN0002590,CUST00646,3715.88,18,Debit Card,Kolkata,Web,0,0,0,3,116,486.83,0,0
TXN0002591,CUST02259,4530.19,15,Credit Card,Mumbai,iOS,0,0,1,1,105,3200.29,0,0
TXN0002592,CUST01419,1069.46,11,UPI,Gurugram,iOS,0,0,0,3,284,4863.08,1,0
TXN0002593,CUST01474,364.28,2,UPI,Mumbai,Web,0,0,2,1,3000,1770.74,1,0
TXN0002594,CUST01388,7987.87,11,UPI,Delhi,Web,1,1,1,4,222,1600.43,1,0
TXN0002595,CUST01900,14045.49,14,UPI,Mumbai,Android,0,0,0,1,136,5914.56,1,0
TXN0002596,CUST01250,8419.86,9,Credit Card,Bengaluru,Web,0,0,0,3,116,1836.95,0,0
TXN0002597,CUST00982,1286.6,8,UPI,Pune,Android,0,0,1,4,947,1220.54,0,0
TXN0002598,CUST01155,567.31,14,Credit Card,Kolkata,Android,0,0,0,2,1083,2127.53,0,0
TXN0002599,CUST00588,620.09,16,Wallet,Pune,Web,0,0,0,5,752,2060.49,0,0
TXN0002600,CUST00476,334.22,9,UPI,Delhi,iOS,0,0,1,1,1283,1644.45,0,0
TXN0002601,CUST01822,1616.73,16,UPI,Gurugram,Android,0,0,0,5,1397,2030.61,1,0
TXN0002602,CUST00986,8966.22,21,Wallet,Noida,iOS,0,0,0,4,942,2113.97,0,0
TXN0002603,CUST02204,1562.25,14,Debit Card,Mumbai,Android,0,0,0,5,626,2100.62,0,0
TXN0002604,CUST01242,2435.4,20,UPI,Delhi,Android,0,0,1,4,884,3203.49,0,0
TXN0002605,CUST00190,7123.39,21,UPI,Kolkata,Web,0,0,0,3,1921,2481.57,0,0
TXN0002606,CUST01441,1201.64,6,Debit Card,Bengaluru,Web,1,0,2,1,753,1667.93,0,1
TXN0002607,CUST00981,13781.38,6,Credit Card,Bengaluru,iOS,0,0,2,3,807,763.04,0,0
TXN0002608,CUST01699,13195.57,14,Credit Card,Jaipur,iOS,0,0,0,6,251,1778.73,0,0
TXN0002609,CUST01716,1578.82,16,Credit Card,Gurugram,Android,0,0,0,5,392,4339.02,0,0
TXN0002610,CUST00041,1010.31,13,Debit Card,Mumbai,Web,0,0,0,4,1955,1255.41,1,0
TXN0002611,CUST02355,3614.76,11,UPI,Chennai,Android,1,0,2,5,1307,1121.25,1,0
TXN0002612,CUST00943,1271.58,17,Debit Card,Hyderabad,Android,0,0,1,1,97,5216.27,0,0
TXN0002613,CUST00338,566.22,0,Net Banking,Delhi,Web,0,1,2,5,60,2052.8,1,0
TXN0002614,CUST01338,6481.98,22,UPI,Pune,Web,0,0,0,3,363,510.06,0,0
TXN0002615,CUST01099,6075.32,9,Debit Card,Pune,iOS,0,0,0,4,116,550.85,0,0
TXN0002616,CUST02327,2102.86,21,UPI,Delhi,Android,0,0,1,5,1940,313.64,0,0
TXN0002617,CUST00896,509.12,6,UPI,Kolkata,Android,0,0,2,2,841,1177.47,0,0
TXN0002618,CUST02321,526.38,9,Wallet,Pune,Android,0,0,3,6,1095,655.3,0,0
TXN0002619,CUST01675,2003.74,9,UPI,Hyderabad,iOS,0,0,0,5,641,1016.7,1,0
TXN0002620,CUST00931,1091.9,23,UPI,Kolkata,iOS,0,0,1,2,935,4147.28,0,0
TXN0002621,CUST00289,1279.79,0,Credit Card,Bengaluru,iOS,0,0,1,3,153,945.22,0,0
TXN0002622,CUST00724,5001.56,17,UPI,Jaipur,iOS,0,0,0,1,2613,1380.46,0,0
TXN0002623,CUST02320,3747.04,20,Credit Card,Pune,iOS,0,1,1,3,536,1725.68,0,0
TXN0002624,CUST01954,7141.55,17,UPI,Pune,Web,1,0,0,3,248,2474.49,0,0
TXN0002625,CUST01090,668.42,11,UPI,Jaipur,iOS,0,0,0,7,2599,2342.07,0,0
TXN0002626,CUST00483,1277.1,22,UPI,Pune,Web,0,0,2,5,12,707.02,1,0
TXN0002627,CUST00936,3844.98,21,Credit Card,Bengaluru,Web,0,1,0,2,703,3123.53,0,0
TXN0002628,CUST02296,2817.54,13,Credit Card,Jaipur,Android,1,0,0,1,1056,1892.83,0,0
TXN0002629,CUST00156,8332.53,16,Credit Card,Chennai,Web,0,0,1,3,54,677.28,1,0
TXN0002630,CUST01071,2741.0,22,Credit Card,Delhi,Android,0,0,0,2,1002,1410.77,0,0
TXN0002631,CUST01959,11426.05,23,UPI,Pune,Web,0,0,1,3,732,557.28,0,0
TXN0002632,CUST02249,3088.87,13,Debit Card,Kolkata,iOS,1,0,1,2,214,857.03,0,1
TXN0002633,CUST01684,5206.74,20,UPI,Chennai,iOS,0,1,0,1,73,936.71,1,0
TXN0002634,CUST00124,1302.48,10,UPI,Chennai,Android,0,0,0,3,893,657.44,1,0
TXN0002635,CUST02049,1825.9,12,Debit Card,Pune,Android,0,0,0,1,1525,1413.55,0,0
TXN0002636,CUST00968,4476.01,8,UPI,Kolkata,Android,0,0,0,1,337,2072.89,0,0
TXN0002637,CUST00855,9031.92,9,Credit Card,Hyderabad,Web,0,1,0,9,508,2444.77,0,0
TXN0002638,CUST00640,3732.3,17,UPI,Kolkata,Android,0,1,1,2,307,2725.57,0,0
TXN0002639,CUST02239,1656.35,14,Credit Card,Chennai,iOS,0,0,0,5,862,3717.78,0,0
TXN0002640,CUST01603,7135.78,9,UPI,Kolkata,Web,0,0,0,5,1184,308.11,0,0
TXN0002641,CUST00442,201.05,12,Net Banking,Delhi,Android,0,0,0,3,566,8825.85,0,0
TXN0002642,CUST01945,434.11,12,UPI,Jaipur,iOS,0,0,0,1,400,620.36,0,0
TXN0002643,CUST01839,3558.79,23,Credit Card,Mumbai,Android,0,0,0,7,737,225.74,0,0
TXN0002644,CUST01830,1825.58,20,Wallet,Mumbai,Android,0,0,1,5,332,2171.8,0,0
TXN0002645,CUST02191,3297.95,12,Credit Card,Kolkata,Web,0,0,0,1,575,2252.03,0,0
TXN0002646,CUST00533,1919.75,21,Credit Card,Gurugram,iOS,1,0,1,1,433,3351.99,0,0
TXN0002647,CUST02275,3185.89,11,Credit Card,Kolkata,Android,0,0,1,1,117,3359.37,1,0
TXN0002648,CUST01337,797.23,17,Credit Card,Pune,Android,0,0,1,3,303,437.19,0,0
TXN0002649,CUST00949,3184.43,22,Debit Card,Bengaluru,Web,1,0,0,4,180,2107.95,0,0
TXN0002650,CUST02020,4865.65,12,UPI,Chennai,Android,0,0,0,4,195,2361.89,1,0
TXN0002651,CUST00460,6100.3,17,Wallet,Jaipur,Android,0,0,0,4,10,2437.23,0,0
TXN0002652,CUST00551,13481.8,10,Credit Card,Mumbai,Web,0,0,1,4,1054,2785.6,0,0
TXN0002653,CUST00393,2297.65,9,Debit Card,Gurugram,Web,0,0,1,1,17,1019.16,0,0
TXN0002654,CUST01788,2367.18,16,UPI,Pune,iOS,0,0,3,2,872,1212.95,0,0
TXN0002655,CUST00845,392.43,23,Wallet,Gurugram,Android,0,0,1,1,111,2009.9,0,0
TXN0002656,CUST02258,1057.99,13,UPI,Gurugram,Android,0,1,0,3,1629,1230.58,1,0
TXN0002657,CUST01139,1483.95,22,Debit Card,Kolkata,iOS,0,0,2,2,981,1770.58,0,0
TXN0002658,CUST00646,5145.42,21,UPI,Chennai,Android,0,1,0,3,73,2498.21,1,0
TXN0002659,CUST02267,977.05,9,Debit Card,Hyderabad,iOS,0,0,0,7,976,3356.83,0,0
TXN0002660,CUST02455,3991.34,12,Credit Card,Delhi,iOS,0,0,0,4,266,792.82,1,0
TXN0002661,CUST01467,1797.08,17,UPI,Gurugram,Web,0,0,0,4,1472,1814.65,1,0
TXN0002662,CUST01378,1507.75,15,Credit Card,Pune,Android,0,0,0,3,426,2013.32,0,0
TXN0002663,CUST00142,2308.69,6,UPI,Mumbai,Android,0,0,1,3,792,1438.46,1,0
TXN0002664,CUST00501,1217.29,23,Credit Card,Kolkata,Android,0,0,0,3,13,1905.77,1,0
TXN0002665,CUST00840,1172.04,18,Debit Card,Pune,iOS,1,1,0,3,34,3717.24,0,0
TXN0002666,CUST01683,327.26,13,UPI,Hyderabad,iOS,0,0,1,2,10,759.32,0,0
TXN0002667,CUST01566,1404.71,16,Credit Card,Pune,Android,0,0,2,5,19,665.47,1,0
TXN0002668,CUST02047,1113.85,6,Credit Card,Pune,Android,0,0,0,5,482,1552.48,0,0
TXN0002669,CUST01531,1074.45,14,UPI,Chennai,iOS,0,0,1,1,918,974.91,0,0
TXN0002670,CUST00596,2730.98,21,Net Banking,Delhi,Web,1,0,0,3,31,3541.18,1,0
TXN0002671,CUST01905,3477.87,21,Credit Card,Bengaluru,iOS,1,0,1,3,191,1921.24,0,0
TXN0002672,CUST00281,2270.46,11,UPI,Kolkata,iOS,0,0,0,4,370,2184.14,0,0
TXN0002673,CUST00424,4870.53,15,UPI,Mumbai,Web,0,0,1,1,424,1432.45,0,0
TXN0002674,CUST00270,3200.63,18,Credit Card,Jaipur,Android,0,0,1,3,656,409.47,0,0
TXN0002675,CUST00154,1340.08,11,UPI,Jaipur,Android,1,0,1,5,46,1736.99,1,0
TXN0002676,CUST01751,1133.07,4,UPI,Delhi,Android,0,0,1,1,875,2444.53,0,0
TXN0002677,CUST00662,2461.1,14,UPI,Noida,Web,0,0,0,3,95,909.19,0,0
TXN0002678,CUST01968,3194.89,16,Credit Card,Kolkata,iOS,0,0,0,2,320,857.89,1,0
TXN0002679,CUST00083,7283.64,0,Credit Card,Pune,Android,0,0,0,5,200,381.89,0,0
TXN0002680,CUST01450,5923.69,6,UPI,Jaipur,Android,0,0,0,4,407,2132.35,0,0
TXN0002681,CUST01299,1047.4,8,Credit Card,Chennai,Android,0,0,0,4,140,2536.25,1,0
TXN0002682,CUST02332,1625.44,11,Net Banking,Pune,Android,0,0,0,3,751,1814.92,1,0
TXN0002683,CUST00980,3521.21,15,Net Banking,Delhi,Android,0,0,2,4,569,1107.92,1,0
TXN0002684,CUST02221,5237.19,10,Wallet,Gurugram,Web,0,1,1,7,596,1412.52,0,0
TXN0002685,CUST01660,4603.22,10,Debit Card,Delhi,Android,0,0,0,5,761,633.11,1,0
TXN0002686,CUST01399,1688.62,20,UPI,Hyderabad,Android,0,0,0,3,142,2217.99,0,0
TXN0002687,CUST00633,513.64,7,UPI,Bengaluru,Android,0,0,3,3,501,2004.34,0,0
TXN0002688,CUST01532,662.89,14,UPI,Hyderabad,iOS,0,0,0,3,489,1312.94,0,0
TXN0002689,CUST00787,2364.15,22,Credit Card,Delhi,iOS,0,0,0,1,641,1277.43,1,0
TXN0002690,CUST00398,2534.54,16,Debit Card,Jaipur,Android,0,0,3,3,911,918.05,0,0
TXN0002691,CUST01144,599.96,18,UPI,Hyderabad,Web,1,0,1,4,1380,1012.93,1,0
TXN0002692,CUST00934,1882.04,13,UPI,Hyderabad,iOS,0,0,1,4,77,1427.97,1,0
TXN0002693,CUST01461,3383.84,0,Credit Card,Bengaluru,Web,0,0,0,1,76,3913.81,0,0
TXN0002694,CUST01853,569.25,17,UPI,Noida,Android,1,0,2,5,72,1215.37,0,0
TXN0002695,CUST00286,5434.59,17,UPI,Kolkata,Android,0,0,2,6,1335,1063.94,0,0
TXN0002696,CUST00265,1233.99,7,UPI,Gurugram,Web,0,1,1,3,253,2319.33,0,1
TXN0002697,CUST02368,6330.63,13,Net Banking,Mumbai,Web,0,0,0,7,660,946.33,0,0
TXN0002698,CUST02137,1055.84,21,UPI,Jaipur,Web,1,0,0,5,272,2922.11,0,0
TXN0002699,CUST01678,644.78,8,Credit Card,Bengaluru,iOS,0,0,0,7,387,2977.65,0,0
TXN0002700,CUST01227,1138.43,13,UPI,Pune,iOS,1,0,1,5,583,3148.91,0,0
TXN0002701,CUST00821,1636.63,13,Credit Card,Mumbai,Web,0,0,1,4,329,1360.78,0,0
TXN0002702,CUST01763,1220.56,19,UPI,Mumbai,Android,0,0,1,7,56,1224.67,0,0
TXN0002703,CUST02382,1450.32,19,UPI,Jaipur,iOS,0,0,2,5,516,2710.96,0,0
TXN0002704,CUST02270,2513.69,18,UPI,Mumbai,Web,0,1,1,2,1299,6630.05,1,0
TXN0002705,CUST00041,1516.81,11,UPI,Mumbai,Android,0,0,1,6,433,387.73,1,0
TXN0002706,CUST01732,1684.85,4,Credit Card,Chennai,Android,0,0,0,6,1433,1431.1,1,0
TXN0002707,CUST00068,325.81,11,UPI,Delhi,Android,0,0,2,1,519,1732.3,1,0
TXN0002708,CUST00988,2663.08,17,Wallet,Kolkata,Web,0,0,1,4,667,1393.73,0,0
TXN0002709,CUST01800,1646.39,18,UPI,Delhi,iOS,0,0,0,2,227,977.99,1,0
TXN0002710,CUST01622,9007.7,22,UPI,Delhi,iOS,0,0,1,4,324,1545.98,0,0
TXN0002711,CUST01656,703.44,13,Wallet,Chennai,Web,0,1,1,4,561,2706.47,0,0
TXN0002712,CUST01279,295.08,17,UPI,Kolkata,Android,0,0,1,6,950,1394.55,0,0
TXN0002713,CUST00695,3339.61,15,UPI,Bengaluru,Web,0,0,0,6,759,1096.61,0,0
TXN0002714,CUST01086,2545.47,8,UPI,Kolkata,Android,0,0,0,3,639,1240.65,0,0
TXN0002715,CUST02480,656.62,13,Debit Card,Gurugram,iOS,0,0,1,7,1799,928.1,0,0
TXN0002716,CUST01694,389.86,15,Debit Card,Hyderabad,Android,0,0,0,6,27,8264.12,1,0
TXN0002717,CUST02316,8374.43,22,UPI,Chennai,Android,0,0,0,3,1334,898.3,0,1
TXN0002718,CUST01059,7403.09,11,Debit Card,Noida,Android,0,0,1,1,335,4072.54,1,0
TXN0002719,CUST00779,149.62,23,Credit Card,Gurugram,Android,1,0,0,3,119,2665.42,1,0
TXN0002720,CUST00494,1138.33,15,Wallet,Chennai,Web,0,1,1,4,68,936.09,0,0
TXN0002721,CUST01586,9506.53,9,UPI,Chennai,Android,0,0,0,5,2359,3697.21,0,0
TXN0002722,CUST01493,1118.2,8,Debit Card,Mumbai,Android,0,0,1,3,1869,1574.48,1,0
TXN0002723,CUST01791,1102.05,7,UPI,Gurugram,Web,0,0,0,3,2683,579.2,0,0
TXN0002724,CUST00661,1356.66,13,UPI,Pune,Android,1,0,0,2,551,809.88,0,0
