amount,transaction_hour,payment_method,location,device_type,is_new_device,location_mismatch,previous_failed_transactions,transactions_last_24h,account_age_days,customer_avg_transaction_amount,is_weekend,fraud_label
1507.75,15,Credit Card,Pune,Android,0,0,0,3,426,2013.32,0,0
2308.69,6,UPI,Mumbai,Android,0,0,1,3,792,1438.46,1,0
1217.29,23,Credit Card,Kolkata,Android,0,0,0,3,13,1905.77,1,0
1172.04,18,Debit Card,Pune,iOS,1,1,0,3,34,3717.24,0,0
327.26,13,UPI,Hyderabad,iOS,0,0,1,2,10,759.32,0,0
1404.71,16,Credit Card,Pune,Android,0,0,2,5,19,665.47,1,0
1113.85,6,Credit Card,Pune,Android,0,0,0,5,482,1552.48,0,0
1074.45,14,UPI,Chennai,iOS,0,0,1,1,918,974.91,0,0
2730.98,21,Net Banking,Delhi,Web,1,0,0,3,31,3541.18,1,0
3477.87,21,Credit Card,Bengaluru,iOS,1,0,1,3,191,1921.24,0,0
2270.46,11,UPI,Kolkata,iOS,0,0,0,4,370,2184.14,0,0
4870.53,15,UPI,Mumbai,Web,0,0,1,1,424,1432.45,0,0
3200.63,18,Credit Card,Jaipur,Android,0,0,1,3,656,409.47,0,0
1340.08,11,UPI,Jaipur,Android,1,0,1,5,46,1736.99,1,0
1133.07,4,UPI,Delhi,Android,0,0,1,1,875,2444.53,0,0
2461.1,14,UPI,Noida,Web,0,0,0,3,95,909.19,0,0
3194.89,16,Credit Card,Kolkata,iOS,0,0,0,2,320,857.89,1,0
7283.64,0,Credit Card,Pune,Android,0,0,0,5,200,381.89,0,0
5923.69,6,UPI,Jaipur,Android,0,0,0,4,407,2132.35,0,0
1047.4,8,Credit Card,Chennai,Android,0,0,0,4,140,2536.25,1,0
1625.44,11,Net Banking,Pune,Android,0,0,0,3,751,1814.92,1,0
3521.21,15,Net Banking,Delhi,Android,0,0,2,4,569,1107.92,1,0
5237.19,10,Wallet,Gurugram,Web,0,1,1,7,596,1412.52,0,0
4603.22,10,Debit Card,Delhi,Android,0,0,0,5,761,633.11,1,0
1688.62,20,UPI,Hyderabad,Android,0,0,0,3,142,2217.99,0,0
513.64,7,UPI,Bengaluru,Android,0,0,3,3,501,2004.34,0,0
662.89,14,UPI,Hyderabad,iOS,0,0,0,3,489,1312.94,0,0
2364.15,22,Credit Card,Delhi,iOS,0,0,0,1,641,1277.43,1,0
2534.54,16,Debit Card,Jaipur,Android,0,0,3,3,911,918.05,0,0
599.96,18,UPI,Hyderabad,Web,1,0,1,4,1380,1012.93,1,0
1882.04,13,UPI,Hyderabad,iOS,0,0,1,4,77,1427.97,1,0
3383.84,0,Credit Card,Bengaluru,Web,0,0,0,1,76,3913.81,0,0
569.25,17,UPI,Noida,Android,1,0,2,5,72,1215.37,0,0
5434.59,17,UPI,Kolkata,Android,0,0,2,6,1335,1063.94,0,0
1233.99,7,UPI,Gurugram,Web,0,1,1,3,253,2319.33,0,1
6330.63,13,Net Banking,Mumbai,Web,0,0,0,7,660,946.33,0,0
1055.84,21,UPI,Jaipur,Web,1,0,0,5,272,2922.11,0,0
644.78,8,Credit Card,Bengaluru,iOS,0,0,0,7,387,2977.65,0,0
1138.43,13,UPI,Pune,iOS,1,0,1,5,583,3148.91,0,0
1636.63,13,Credit Card,Mumbai,Web,0,0,1,4,329,1360.78,0,0
1220.56,19,UPI,Mumbai,Android,0,0,1,7,56,1224.67,0,0
1450.32,19,UPI,Jaipur,iOS,0,0,2,5,516,2710.96,0,0
2513.69,18,UPI,Mumbai,Web,0,1,1,2,1299,6630.05,1,0
1516.81,11,UPI,Mumbai,Android,0,0,1,6,433,387.73,1,0
1684.85,4,Credit Card,Chennai,Android,0,0,0,6,1433,1431.1,1,0
325.81,11,UPI,Delhi,Android,0,0,2,1,519,1732.3,1,0
2663.08,17,Wallet,Kolkata,Web,0,0,1,4,667,1393.73,0,0
1646.39,18,UPI,Delhi,iOS,0,0,0,2,227,977.99,1,0
9007.7,22,UPI,Delhi,iOS,0,0,1,4,324,1545.98,0,0
703.44,13,Wallet,Chennai,Web,0,1,1,4,561,2706.47,0,0
295.08,17,UPI,Kolkata,Android,0,0,1,6,950,1394.55,0,0
3339.61,15,UPI,Bengaluru,Web,0,0,0,6,759,1096.61,0,0
2545.47,8,UPI,Kolkata,Android,0,0,0,3,639,1240.65,0,0
656.62,13,Debit Card,Gurugram,iOS,0,0,1,7,1799,928.1,0,0
389.86,15,Debit Card,Hyderabad,Android,0,0,0,6,27,8264.12,1,0
8374.43,22,UPI,Chennai,Android,0,0,0,3,1334,898.3,0,1
7403.09,11,Debit Card,Noida,Android,0,0,1,1,335,4072.54,1,0
149.62,23,Credit Card,Gurugram,Android,1,0,0,3,119,2665.42,1,0
1138.33,15,Wallet,Chennai,Web,0,1,1,4,68,936.09,0,0
9506.53,9,UPI,Chennai,Android,0,0,0,5,2359,3697.21,0,0
1118.2,8,Debit Card,Mumbai,Android,0,0,1,3,1869,1574.48,1,0
1102.05,7,UPI,Gurugram,Web,0,0,0,3,2683,579.2,0,0
1356.66,13,UPI,Pune,Android,1,0,0,2,551,809.88,0,0
586.78,0,UPI,Chennai,Web,1,0,0,5,422,5362.44,0,0
327.26,13,Debit Card,Chennai,Web,0,0,2,6,671,1429.57,0,0
5156.89,23,Debit Card,Hyderabad,Android,0,0,1,4,240,2567.97,0,0
285.03,17,Credit Card,Delhi,Android,0,0,1,1,224,1078.21,0,0
2304.95,18,Debit Card,Pune,iOS,0,0,0,1,489,1193.48,1,0
4368.27,7,Credit Card,Delhi,Web,0,0,0,3,1217,2451.84,1,0
421.71,14,Debit Card,Jaipur,Android,0,0,1,2,1951,2128.87,0,0
714.28,10,UPI,Mumbai,Android,0,0,0,5,251,1507.91,1,0
6055.49,21,UPI,Kolkata,Web,0,0,2,6,1376,675.95,0,0
3066.93,8,UPI,Delhi,Android,0,0,1,3,83,5476.6,0,0
970.93,13,UPI,Noida,Android,1,0,1,5,89,816.64,0,0
5989.67,16,Debit Card,Noida,Web,0,0,1,4,1851,4624.95,1,0
6015.4,14,Debit Card,Kolkata,Web,0,0,1,3,1623,2041.35,0,0
2355.7,20,Debit Card,Kolkata,Android,0,0,0,1,75,1158.05,0,0
731.71,9,UPI,Delhi,Android,0,0,1,4,1462,1763.43,1,0
1190.46,12,Debit Card,Bengaluru,iOS,0,0,3,4,395,3845.64,1,0
2396.89,19,UPI,Gurugram,Android,0,0,0,6,1091,3151.67,0,0
1490.62,15,Net Banking,Chennai,Android,1,0,0,2,207,822.9,0,0
4603.16,12,UPI,Chennai,Web,0,0,1,2,733,1116.23,0,0
389.85,1,Credit Card,Kolkata,Web,0,1,0,1,1267,1030.11,0,0
403.94,18,Debit Card,Jaipur,Android,1,0,0,2,962,2467.86,0,1
2156.87,23,Wallet,Noida,iOS,0,1,2,4,262,3047.18,0,0
1101.03,16,UPI,Pune,Android,0,0,0,4,51,698.99,1,0
961.5,20,UPI,Chennai,Android,0,0,1,5,1145,1781.83,0,0
307.2,14,UPI,Delhi,Android,0,0,1,1,281,3553.78,0,0
1835.53,9,UPI,Jaipur,Android,0,0,0,4,546,2653.99,0,0
1707.5,0,Credit Card,Jaipur,iOS,0,0,0,5,10,3005.89,0,0
3459.99,17,Wallet,Jaipur,Web,1,0,0,1,2080,984.18,0,0
1928.4,14,UPI,Gurugram,Android,0,0,0,1,88,3238.47,0,0
1576.46,19,Credit Card,Pune,Android,0,0,2,5,626,1247.31,0,0
5840.33,18,Wallet,Bengaluru,Android,0,0,0,5,991,3407.78,1,0
484.48,23,UPI,Jaipur,iOS,1,0,0,2,69,825.16,0,0
3077.68,14,Credit Card,Kolkata,Android,0,0,2,3,507,564.37,0,0
338.46,13,Wallet,Hyderabad,Android,0,1,0,1,1966,6359.25,0,0
778.35,10,Wallet,Bengaluru,Android,0,0,0,6,1439,6683.51,0,0
535.33,14,Credit Card,Kolkata,Android,0,0,0,6,191,1160.12,0,0
3934.29,20,UPI,Pune,Android,0,1,0,3,1950,285.66,0,0
1686.03,2,UPI,Hyderabad,Android,0,0,2,2,1992,571.22,0,0
1775.86,23,Credit Card,Jaipur,Web,0,0,1,5,364,911.25,0,0
595.15,23,UPI,Noida,Web,1,0,2,3,102,590.59,0,0
1333.88,16,UPI,Mumbai,Android,0,0,1,4,41,1326.69,0,0
838.89,11,Debit Card,Pune,Android,0,0,1,1,358,1807.58,0,1
2641.22,9,Debit Card,Bengaluru,Android,0,0,0,1,462,889.36,0,0
668.11,10,Debit Card,Noida,Web,1,0,0,2,180,698.87,0,0
6804.48,2,UPI,Noida,Android,1,0,0,1,10,955.48,0,0
336.96,14,UPI,Delhi,iOS,0,0,1,4,87,1022.07,1,0
803.54,3,Debit Card,Mumbai,Android,0,0,5,4,165,1912.31,0,0
9631.0,18,Debit Card,Hyderabad,Android,0,0,1,6,224,1409.22,0,0
1164.91,12,Debit Card,Delhi,Android,0,0,0,6,322,993.62,0,0
483.31,8,Net Banking,Bengaluru,Android,1,0,0,4,758,1419.13,0,0
2240.86,15,Wallet,Hyderabad,Android,0,0,1,8,916,2661.18,0,0
1118.95,23,Credit Card,Jaipur,Android,0,0,0,5,258,7680.66,1,0
780.29,18,UPI,Bengaluru,Android,0,0,1,2,1516,678.26,0,0
601.65,14,Credit Card,Chennai,iOS,0,0,0,3,115,1428.16,0,0
28678.86,19,Credit Card,Jaipur,iOS,0,0,1,4,233,1724.87,1,0
1399.67,18,UPI,Kolkata,iOS,0,0,1,3,91,4545.18,1,0
262.43,21,Debit Card,Noida,Android,0,1,2,1,669,1176.82,0,0
8016.46,8,UPI,Noida,Android,1,0,0,6,147,2204.17,1,0
3316.33,20,Debit Card,Mumbai,Web,0,0,1,4,685,4631.25,0,0
836.37,10,UPI,Delhi,Android,0,0,1,3,25,1530.1,0,0
707.98,22,Credit Card,Pune,Web,0,0,1,5,139,618.99,0,0
3529.86,10,Wallet,Delhi,Web,1,0,2,3,394,5353.47,0,0
1406.17,21,UPI,Pune,Android,0,0,0,6,898,1032.4,0,0
262.32,22,Credit Card,Kolkata,Web,0,1,2,5,103,3363.9,0,0
10751.3,7,UPI,Gurugram,iOS,0,0,1,6,144,2776.77,1,0
1166.25,23,Wallet,Jaipur,iOS,0,0,1,1,564,582.99,1,0
8031.4,5,Debit Card,Jaipur,Web,1,0,1,5,1016,1318.41,0,0
6463.83,9,Wallet,Delhi,Android,1,0,2,2,494,2195.74,0,0
661.51,13,Wallet,Kolkata,iOS,0,0,0,3,573,2045.72,0,0
5058.03,23,Debit Card,Hyderabad,iOS,0,1,2,6,2360,571.42,0,0
938.33,14,UPI,Gurugram,iOS,0,0,0,5,947,3117.29,0,0
278.34,15,UPI,Hyderabad,iOS,1,0,0,3,368,1696.38,0,0
1177.26,18,Credit Card,Mumbai,Android,0,0,0,1,54,5278.1,0,0
2678.95,22,Credit Card,Delhi,Android,0,0,1,9,1283,3420.44,0,0
1133.21,19,Debit Card,Kolkata,Web,0,0,1,6,996,1387.31,0,0
1324.11,9,UPI,Kolkata,Android,0,0,0,5,334,392.4,0,0
5648.29,10,UPI,Bengaluru,Android,0,0,0,1,969,1564.22,1,0
2002.27,6,Credit Card,Chennai,Android,0,0,0,3,780,1084.71,0,0
774.52,17,UPI,Jaipur,Android,1,0,1,5,133,2206.19,0,0
3632.12,8,Debit Card,Kolkata,Android,0,0,1,3,115,2661.43,0,0
2193.42,9,Credit Card,Noida,Android,0,0,1,7,912,4093.86,1,0
144.6,21,Debit Card,Gurugram,Android,0,0,0,1,492,1813.93,1,0
2762.51,11,UPI,Jaipur,Web,1,0,0,10,354,1600.56,0,0
2663.43,15,Net Banking,Jaipur,Android,0,0,0,7,277,1242.07,0,0
1836.58,12,UPI,Delhi,iOS,0,0,0,2,761,773.87,0,0
4390.69,5,UPI,Gurugram,Android,1,0,1,6,309,3456.94,0,0
918.87,11,Debit Card,Pune,Web,0,0,0,2,10,1425.8,0,0
2520.07,12,UPI,Pune,iOS,0,0,1,2,224,737.07,0,0
375.62,21,UPI,Kolkata,Android,1,0,2,4,1414,794.32,1,0
2704.39,11,UPI,Gurugram,Android,1,1,0,3,276,1399.47,0,0
12690.41,12,Credit Card,Kolkata,Web,1,0,2,3,24,2238.71,0,0
665.6,19,Wallet,Kolkata,iOS,0,0,0,3,785,3269.15,0,0
841.97,18,Credit Card,Bengaluru,Web,0,0,0,5,193,4953.14,1,0
884.95,19,Credit Card,Jaipur,Android,0,0,0,3,36,1338.44,0,0
2049.89,22,UPI,Gurugram,Web,0,0,0,4,961,918.98,0,0
621.73,19,UPI,Hyderabad,Android,1,0,1,2,10,2477.92,0,0
2742.95,12,UPI,Pune,Android,1,0,0,3,104,1270.88,0,0
4198.08,19,Wallet,Kolkata,Android,1,0,0,3,132,1944.09,0,0
3071.4,14,UPI,Gurugram,Android,0,0,0,1,700,1423.85,0,1
307.09,10,Net Banking,Jaipur,iOS,0,0,2,7,71,1419.28,0,0
4869.32,10,UPI,Bengaluru,Web,1,0,0,6,732,263.07,1,0
4595.85,9,Debit Card,Mumbai,Web,0,0,2,5,228,2087.96,1,0
4128.64,7,Net Banking,Mumbai,iOS,0,0,0,3,431,660.05,0,0
2613.34,8,UPI,Mumbai,Android,0,0,1,1,1016,746.36,0,0
2243.36,4,Debit Card,Gurugram,Web,0,0,0,6,350,203.83,0,0
5053.98,21,UPI,Noida,iOS,1,0,0,5,100,376.3,0,0
12320.94,21,UPI,Gurugram,Web,0,1,0,3,88,2455.4,0,0
694.02,16,UPI,Gurugram,Web,0,1,2,3,291,1584.73,0,0
5290.5,20,Debit Card,Delhi,Android,1,0,1,2,100,1002.08,1,0
1651.31,8,UPI,Jaipur,Android,1,0,1,4,597,1374.94,0,0
1581.09,21,UPI,Jaipur,Android,0,0,1,2,544,652.03,0,0
387.23,14,Net Banking,Gurugram,Web,1,0,1,2,745,1993.45,0,0
1353.91,4,UPI,Delhi,Web,1,0,2,2,556,2083.35,0,0
664.0,7,UPI,Chennai,iOS,1,0,0,5,266,2253.43,0,0
1131.94,10,Net Banking,Hyderabad,Android,0,1,1,4,544,1950.31,1,0
600.26,2,UPI,Noida,Android,0,0,2,5,1200,352.05,1,0
1148.98,10,UPI,Chennai,Web,0,0,0,1,25,702.48,0,0
1199.23,3,Debit Card,Gurugram,Android,0,0,0,8,57,2433.86,0,0
1982.86,9,UPI,Delhi,iOS,1,0,0,2,2296,3432.01,0,0
358.09,9,UPI,Noida,Web,0,0,2,5,876,4650.99,0,0
424.12,23,UPI,Pune,Web,1,0,2,5,44,3932.01,1,0
2584.94,9,Debit Card,Delhi,iOS,0,0,0,5,1686,557.68,1,0
810.87,9,UPI,Mumbai,Android,0,0,1,3,1711,2305.99,0,0
5271.51,17,UPI,Hyderabad,iOS,0,0,3,2,680,517.35,1,0
2254.79,20,UPI,Chennai,Android,0,0,0,3,1508,1918.7,1,0
3302.07,12,UPI,Delhi,iOS,0,1,1,2,250,1648.09,1,0
7377.83,20,Credit Card,Jaipur,Android,1,0,1,2,310,830.55,1,0
1320.59,11,UPI,Kolkata,Web,0,0,1,2,349,786.03,0,0
1013.39,8,Credit Card,Hyderabad,Web,0,0,2,3,1484,1011.1,0,0
4303.76,11,Credit Card,Delhi,Web,1,0,2,7,1697,2120.02,0,0
2996.07,16,UPI,Pune,Android,1,0,1,3,542,3109.4,0,0
1492.51,11,UPI,Gurugram,Android,0,0,2,2,1415,1811.11,1,0
7237.27,17,UPI,Gurugram,Android,0,0,0,5,1163,7105.32,0,0
1455.78,9,UPI,Hyderabad,Android,0,0,1,1,331,491.77,0,0
1859.97,18,Credit Card,Kolkata,Android,0,0,0,4,728,4973.05,0,0
1838.61,11,Debit Card,Jaipur,iOS,0,1,3,1,122,2960.84,0,0
706.94,13,UPI,Delhi,Android,0,0,0,3,96,1736.29,0,0
1945.21,15,Credit Card,Jaipur,Android,0,0,0,5,681,7250.6,1,0
7275.75,17,Net Banking,Gurugram,iOS,0,0,1,4,343,709.76,0,0
2808.79,9,UPI,Delhi,Android,0,0,0,2,714,603.69,0,0
1856.79,20,Credit Card,Gurugram,Android,0,0,2,1,948,3289.37,0,0
1531.15,18,Debit Card,Pune,Android,0,0,1,6,326,1026.51,0,0
2505.91,9,UPI,Jaipur,iOS,1,0,1,5,1814,856.04,0,0
3809.71,23,Debit Card,Kolkata,iOS,1,0,1,5,1478,1522.83,0,0
3310.26,17,Net Banking,Hyderabad,Android,0,1,0,4,61,911.35,0,0
1291.65,13,UPI,Gurugram,Android,0,0,1,3,87,1083.65,0,0
2490.71,8,Debit Card,Pune,Android,0,0,1,1,84,1359.07,0,0
2908.76,15,UPI,Pune,Android,0,0,0,4,450,1115.22,0,0
657.44,8,UPI,Jaipur,Android,0,0,0,3,380,1490.43,0,0
2129.78,13,Credit Card,Pune,Web,0,0,0,1,1290,1281.28,1,0
207.31,12,UPI,Hyderabad,Android,0,1,0,4,276,1378.17,0,0
2916.31,18,Credit Card,Kolkata,Android,1,0,0,2,365,1557.7,0,0
3483.82,8,UPI,Mumbai,Android,0,0,1,5,1270,1201.24,0,0
3801.26,19,Debit Card,Mumbai,Android,0,0,0,4,482,2450.91,1,0
1212.57,11,Credit Card,Pune,Android,1,0,2,5,550,920.51,0,0
2451.83,13,UPI,Gurugram,Android,0,0,0,2,75,2332.61,0,0
7476.32,19,UPI,Bengaluru,Android,0,0,1,3,19,1642.43,0,0
7400.56,16,UPI,Kolkata,Web,1,0,0,4,932,768.99,1,0
1748.25,10,UPI,Gurugram,Web,0,0,3,4,205,1742.91,0,0
2069.08,12,Debit Card,Gurugram,iOS,0,0,0,4,417,2401.28,0,0
5466.82,10,UPI,Bengaluru,Android,0,0,1,3,1126,1408.58,1,0
401.31,16,Credit Card,Delhi,Android,0,0,1,6,311,539.09,1,0
1303.05,11,UPI,Mumbai,iOS,0,0,0,6,1610,1733.29,0,0
6843.9,18,Credit Card,Noida,Android,0,0,0,3,675,2178.36,0,0
4773.06,16,Credit Card,Kolkata,Android,0,0,2,1,37,1568.64,0,0
2604.0,7,UPI,Delhi,iOS,1,1,2,2,78,494.76,1,1
399.3,10,Debit Card,Bengaluru,Android,0,0,1,2,1007,1380.56,0,0
1712.37,9,UPI,Noida,Android,0,1,0,4,2838,1226.3,0,0
997.87,12,Debit Card,Kolkata,Android,1,0,1,2,110,700.89,1,0
2506.35,14,Debit Card,Chennai,iOS,0,0,1,3,487,2896.21,0,0
801.27,14,Credit Card,Bengaluru,iOS,0,0,2,2,334,3595.48,0,0
645.37,18,Wallet,Kolkata,iOS,0,0,0,3,266,788.52,1,0
228.3,8,Debit Card,Chennai,Android,0,1,1,3,796,2845.48,0,0
6107.95,22,Credit Card,Delhi,iOS,0,0,0,3,10,1808.39,1,0
1206.85,11,UPI,Chennai,Web,0,0,2,3,687,1184.32,1,0
2106.3,10,Credit Card,Bengaluru,iOS,0,1,0,2,79,3295.3,0,0
1795.98,17,UPI,Mumbai,Android,0,0,2,2,302,1350.74,0,0
619.0,19,Credit Card,Bengaluru,iOS,0,0,0,2,290,1378.77,0,0
511.05,12,Credit Card,Jaipur,iOS,0,0,0,1,230,916.58,0,0
658.67,18,Credit Card,Hyderabad,Web,0,0,0,3,1824,1240.74,0,0
873.38,20,Debit Card,Delhi,iOS,0,0,1,4,632,1726.98,0,0
2597.09,19,Debit Card,Hyderabad,iOS,0,1,1,1,300,1638.59,0,0
812.26,1,UPI,Gurugram,iOS,0,0,1,7,74,1423.23,0,0
10322.0,19,UPI,Delhi,Android,1,0,1,3,64,1095.22,1,0
5027.57,19,Credit Card,Kolkata,Android,1,0,3,5,717,1452.09,1,0
4039.6,17,UPI,Noida,Android,0,0,1,4,113,1158.45,1,0
1597.0,18,Debit Card,Gurugram,Android,0,0,1,7,691,3434.93,0,0
8183.07,23,UPI,Kolkata,iOS,1,0,2,5,1879,1052.61,0,0
1447.42,13,UPI,Gurugram,Android,1,0,2,4,813,556.76,1,0
1744.6,4,Credit Card,Jaipur,Android,0,0,0,3,365,649.61,0,0
2133.49,13,Credit Card,Bengaluru,Android,0,0,0,3,636,4205.61,1,0
3631.37,2,UPI,Delhi,Android,0,1,1,4,92,2741.65,0,0
3403.13,10,UPI,Mumbai,iOS,0,0,2,2,303,943.5,1,0
1119.25,16,UPI,Jaipur,iOS,0,0,2,1,458,1513.58,0,0
1056.32,10,UPI,Delhi,Web,0,1,1,1,242,887.13,0,0
3413.33,17,UPI,Mumbai,Android,0,0,0,2,499,1338.05,0,0
3680.41,19,Credit Card,Gurugram,Android,0,0,2,1,108,4601.84,0,0
1214.63,13,Wallet,Chennai,Web,0,0,0,2,931,3336.22,1,1
368.1,21,UPI,Hyderabad,Android,0,0,0,5,275,1580.28,1,0
1462.97,5,UPI,Mumbai,iOS,0,0,1,2,150,301.55,1,0
3357.89,20,Debit Card,Bengaluru,iOS,0,0,1,5,409,1761.43,0,0
10948.51,20,Debit Card,Gurugram,Android,0,0,1,2,554,1648.4,0,0
543.26,11,UPI,Bengaluru,Android,0,0,0,2,422,1460.38,1,0
1174.94,10,UPI,Noida,Android,0,0,0,1,40,851.86,0,0
1219.43,10,UPI,Delhi,Web,0,0,0,2,242,3312.47,1,0
6983.79,19,UPI,Chennai,Android,0,0,3,5,143,1073.17,1,0
1738.19,20,Credit Card,Mumbai,Android,0,0,1,2,962,2439.05,0,0
726.48,11,Net Banking,Hyderabad,Android,0,0,3,3,2013,2108.01,0,0
3147.1,16,Debit Card,Mumbai,Android,0,1,2,2,661,1264.6,0,0
1200.99,7,Net Banking,Bengaluru,iOS,0,1,1,5,1565,2941.46,0,0
529.09,14,UPI,Chennai,Android,0,0,2,4,996,871.13,0,0
737.13,23,Wallet,Mumbai,Android,0,0,0,4,33,1681.38,1,0
10194.3,8,UPI,Gurugram,Android,0,0,0,7,1073,5164.67,0,0
2643.21,22,UPI,Noida,Android,0,0,3,5,739,783.72,0,0
2004.8,19,Debit Card,Chennai,Android,0,0,3,2,172,1468.38,0,0
1401.99,23,UPI,Delhi,Android,0,0,0,1,232,1989.7,0,0
2410.74,8,UPI,Chennai,Web,0,0,0,5,858,1912.99,1,0
2382.2,9,Debit Card,Hyderabad,Android,1,0,1,4,1597,2002.7,0,0
2410.79,0,UPI,Gurugram,Android,1,0,0,1,140,862.41,0,0
2019.06,18,Credit Card,Mumbai,Android,1,0,0,3,881,1642.45,0,0
4291.28,17,UPI,Kolkata,iOS,0,0,1,4,804,1105.6,0,0
1842.07,8,Debit Card,Mumbai,iOS,0,0,0,1,923,5447.93,1,0
676.95,19,UPI,Bengaluru,Web,0,0,0,3,413,1510.23,0,0
975.66,10,Credit Card,Bengaluru,Android,0,0,1,3,22,478.42,1,0
248.77,7,UPI,Jaipur,Android,0,0,1,2,86,2015.2,1,0
13661.8,13,Debit Card,Noida,Android,0,0,0,3,330,3502.82,0,0
4265.42,6,Credit Card,Mumbai,Android,0,0,2,2,768,1788.37,1,0
784.83,9,UPI,Delhi,iOS,1,0,0,1,1063,1031.86,0,0
1357.9,12,UPI,Pune,iOS,0,0,0,1,942,1050.82,0,0
952.1,20,UPI,Pune,Android,0,1,0,6,713,1805.1,1,0
8417.68,19,Credit Card,Delhi,Web,0,0,1,8,1049,3270.41,0,0
435.14,13,Credit Card,Chennai,Web,1,0,0,4,505,2843.89,0,0
2018.31,18,UPI,Gurugram,Web,1,1,0,3,10,1686.33,0,0
1614.88,15,Debit Card,Jaipur,Android,0,0,0,4,598,851.67,0,0
4114.94,11,Wallet,Jaipur,Android,0,1,1,11,1196,1531.25,0,1
1622.19,18,UPI,Chennai,Android,0,0,0,3,418,1771.44,1,0
310.24,17,UPI,Kolkata,Android,0,0,0,5,584,1212.02,0,0
1400.28,16,Credit Card,Pune,Android,0,0,2,3,1238,528.75,0,0
680.88,16,Credit Card,Jaipur,Web,0,0,0,5,1333,2237.09,0,0
1949.1,17,UPI,Hyderabad,Android,0,0,0,1,800,3141.63,0,0
7553.14,12,UPI,Mumbai,iOS,0,0,0,2,181,5851.34,1,0
316.12,20,UPI,Jaipur,iOS,0,0,2,3,57,1008.67,0,0
808.61,8,Credit Card,Chennai,Android,0,0,0,3,196,861.7,0,0
1035.72,20,Credit Card,Jaipur,Android,0,0,2,3,2303,1643.68,0,0
1228.94,11,UPI,Gurugram,iOS,0,0,2,4,422,2280.8,1,0
3773.16,7,UPI,Bengaluru,iOS,0,0,0,1,981,1216.88,0,0
1513.22,16,UPI,Bengaluru,Web,0,0,1,2,178,1343.2,0,0
2728.06,12,Debit Card,Kolkata,Web,1,1,0,3,1150,5812.54,0,0
962.73,19,UPI,Jaipur,Web,0,1,1,4,224,523.2,0,0
2265.31,13,Credit Card,Mumbai,iOS,0,0,1,3,2135,1100.73,0,0
3918.01,17,Debit Card,Noida,Android,0,0,0,3,514,752.82,1,0
865.44,10,Debit Card,Kolkata,Web,0,0,0,5,1297,1352.53,0,0
3931.99,9,Debit Card,Noida,Web,0,0,0,3,10,548.52,1,0
1896.78,12,UPI,Jaipur,Android,0,0,0,3,249,6792.12,0,0
5120.47,16,Debit Card,Pune,Android,0,0,0,6,291,1178.72,0,0
1471.62,17,Debit Card,Chennai,Android,0,0,2,4,647,2516.79,1,0
2635.39,16,Debit Card,Hyderabad,Web,0,0,0,3,468,5730.6,0,0
1728.37,23,UPI,Noida,Android,1,0,1,4,677,2459.98,0,0
1634.89,17,UPI,Mumbai,iOS,0,0,2,3,341,1535.6,1,0
2331.98,21,Debit Card,Pune,Web,0,0,0,4,182,1767.62,0,0
3078.97,7,Net Banking,Jaipur,iOS,0,1,2,3,1775,1023.79,0,0
515.93,3,Debit Card,Pune,iOS,0,0,2,4,141,1229.17,0,0
7549.04,10,Debit Card,Chennai,Web,0,1,1,2,1106,6396.52,0,0
280.31,7,Credit Card,Mumbai,Android,0,0,2,4,1384,2352.55,0,0
907.53,15,UPI,Chennai,Android,0,0,0,5,192,1101.23,1,0
1638.07,15,Debit Card,Bengaluru,Android,0,0,0,3,524,5931.81,0,0
2718.67,16,Debit Card,Kolkata,Android,0,0,0,4,804,1402.81,1,0
8705.54,18,Debit Card,Kolkata,Android,0,0,0,5,1248,3458.62,0,0
280.69,23,Net Banking,Noida,Android,0,0,1,1,1073,2520.47,0,0
1083.39,20,UPI,Jaipur,iOS,0,0,1,5,1020,1457.52,0,0
214.59,7,UPI,Gurugram,Android,0,1,2,4,43,1071.98,0,0
1857.83,11,Wallet,Delhi,iOS,0,0,0,4,2264,2455.94,1,0
2361.91,9,UPI,Hyderabad,Android,0,0,0,3,442,5257.05,0,0
8833.77,8,Debit Card,Pune,Android,0,0,2,2,221,1337.01,1,1
2030.78,15,Wallet,Kolkata,Android,0,0,1,3,130,2676.44,0,0
5113.13,15,UPI,Chennai,Android,0,0,0,3,1949,877.43,0,0
3227.23,9,Debit Card,Pune,Android,0,0,0,3,36,2323.25,1,0
1164.79,18,UPI,Delhi,Android,0,0,0,4,1596,2364.0,0,0
439.91,18,Debit Card,Chennai,iOS,0,0,0,3,144,1362.31,1,0
2369.76,0,UPI,Mumbai,Android,0,0,0,4,2249,1031.0,0,0
404.82,12,Credit Card,Mumbai,Android,0,0,0,4,24,2411.61,1,0
6573.15,21,Debit Card,Delhi,Android,0,0,2,1,85,3049.78,1,0
1530.7,15,Credit Card,Jaipur,Web,0,0,0,1,10,2052.32,0,0
5947.46,11,Debit Card,Gurugram,Android,0,1,0,1,10,2434.53,1,0
1113.57,9,Wallet,Hyderabad,Android,0,0,2,3,1557,5374.23,1,0
2355.23,9,Debit Card,Hyderabad,Android,0,0,0,1,872,3269.97,1,0
2219.18,6,Net Banking,Gurugram,iOS,0,0,2,6,1356,771.8,0,0
1720.72,19,UPI,Chennai,Android,0,1,1,1,18,1556.15,0,0
